Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
22-May-26,MPHASIS,2222.4,2227.6, -0.00233708,  0.01931671,  0.01926919,  0.36813732,2231.4,2234.2, -0.00125403,  0.01942794,  0.01937939,  0.37024268,  0.01937939,  0.37024268
22-May-26,MUTHOOTFIN,3296.7,3272.7,  0.00730664,  0.02290513,  0.02285375,  0.43662020,3308.9,3281.8,  0.00822376,  0.02309079,  0.02304023,  0.44018300,  0.02304023,  0.44018300
22-May-26,NAM-INDIA,1080.4,1078.8,  0.00148203,  0.02608780,  0.02602265,  0.49716196,1084.3,1082.1,  0.00203102,  0.02574067,  0.02567660,  0.49055073,  0.02602265,  0.49716196
22-May-26,NATIONALUM,409.25,406.4,  0.00698832,  0.02673667,  0.02667433,  0.50961238,409,405.9,  0.00760833,  0.02618658,  0.02612663,  0.49914854,  0.02667433,  0.50961238
22-May-26,NAUKRI,960.95,926.25,  0.03677820,  0.01860041,  0.01873535,  0.35793833,964.25,927.85,  0.03848052,  0.01889463,  0.01904281,  0.36381242,  0.01904281,  0.36381242
22-May-26,NBCC,94.82,93.07,  0.01862846,  0.02602783,  0.02599611,  0.49665503,95.1,93.17,  0.02050319,  0.02651147,  0.02648486,  0.50599247,  0.02648486,  0.50599247
22-May-26,NESTLEIND,1423.1,1406.5,  0.01173324,  0.01291114,  0.01290561,  0.24656139,1429,1404.7,  0.01715114,  0.01291804,  0.01294281,  0.24727210,  0.01294281,  0.24727210
22-May-26,NHPC,78.36,79, -0.00813426,  0.01786689,  0.01783156,  0.34067156,78.52,79, -0.00609448,  0.01815340,  0.01811320,  0.34605217,  0.01811320,  0.34605217
22-May-26,NIFTY,23719.3,23654.7,  0.00272724,  0.00908216,  0.00906172,  0.17312389,23744,23631.4,  0.00475353,  0.00915213,  0.00913533,  0.17453016,  0.00913533,  0.17453016
22-May-26,NIFTYNXT50,69783.05,69505.6,  0.00398382,  0.01198415,  0.01195748,  0.22844728,69915.8,69553.6,  0.00519398,  0.01187901,  0.01185493,  0.22648810,  0.01195748,  0.22844728
22-May-26,NMDC,87.85,88.16, -0.00352253,  0.01978079,  0.01973286,  0.37699570,88.04,88.39, -0.00396758,  0.02012519,  0.02007669,  0.38356468,  0.02007669,  0.38356468
22-May-26,NTPC,388.65,388.8, -0.00038588,  0.01406608,  0.01403073,  0.26805680,389.6,389.55,  0.00012834,  0.01386902,  0.01383432,  0.26430426,  0.01403073,  0.26805680
22-May-26,NUVAMA,1480.9,1498.9, -0.01208149,  0.02610337,  0.02605212,  0.49772502,1485.8,1501.9, -0.01077763,  0.02675476,  0.02669872,  0.51007834,  0.02669872,  0.51007834
22-May-26,NYKAA,277.25,274.5,  0.00996837,  0.01843040,  0.01839778,  0.35148916,277.95,274.9,  0.01103385,  0.01837672,  0.01834721,  0.35052301,  0.01839778,  0.35148916
22-May-26,OBEROIRLTY,1659.6,1654.3,  0.00319865,  0.01882397,  0.01877816,  0.35875633,1667.1,1657.6,  0.00571482,  0.01884852,  0.01880577,  0.35928371,  0.01880577,  0.35928371
22-May-26,OFSS,9525,9730.5, -0.02134536,  0.02139273,  0.02139252,  0.40870350,9538,9712, -0.01807841,  0.02138856,  0.02137327,  0.40833581,  0.02139252,  0.40870350
22-May-26,OIL,499.75,503.5, -0.00747574,  0.02216478,  0.02211567,  0.42251936,500.95,504.6, -0.00725974,  0.02214696,  0.02209754,  0.42217282,  0.02211567,  0.42251936
22-May-26,ONGC,290,295.85, -0.01997165,  0.01679062,  0.01680817,  0.32111970,290.9,296.2, -0.01805534,  0.01641423,  0.01642294,  0.31375975,  0.01680817,  0.32111970
22-May-26,PAGEIND,39455,38380,  0.02762429,  0.01515804,  0.01524587,  0.29127200,39530,38495,  0.02653151,  0.01466953,  0.01475241,  0.28184443,  0.01524587,  0.29127200
22-May-26,PATANJALI,463.5,463.3,  0.00043159,  0.01620907,  0.01616840,  0.30889692,463.4,463.7, -0.00064718,  0.01660052,  0.01655911,  0.31636139,  0.01655911,  0.31636139
22-May-26,PAYTM,1112.4,1155.6, -0.03809985,  0.02711846,  0.02718439,  0.51935700,1114.5,1157.6, -0.03794302,  0.02713436,  0.02719903,  0.51963666,  0.02719903,  0.51963666
22-May-26,PERSISTENT,4970.3,5019, -0.00975051,  0.02171646,  0.02167296,  0.41406139,4988.1,5029.4, -0.00824562,  0.02185652,  0.02180966,  0.41667303,  0.02180966,  0.41667303
22-May-26,PETRONET,272.35,269.9,  0.00903648,  0.01984089,  0.01980151,  0.37830741,272.8,270.55,  0.00828200,  0.01980430,  0.01976340,  0.37757919,  0.01980151,  0.37830741
22-May-26,PFC,430.55,431, -0.00104463,  0.02133137,  0.02127817,  0.40651877,432.4,432.65, -0.00057800,  0.02162078,  0.02156674,  0.41203203,  0.02156674,  0.41203203
22-May-26,PGEL,467,464.25,  0.00590606,  0.03368476,  0.03360299,  0.64198427,467.7,466.25,  0.00310509,  0.03453657,  0.03445075,  0.65818071,  0.03445075,  0.65818071
22-May-26,PHOENIXLTD,1790.3,1795.7, -0.00301171,  0.02053469,  0.02048431,  0.39135221,1790.6,1795.5, -0.00273278,  0.02046293,  0.02041259,  0.38998192,  0.02048431,  0.39135221
22-May-26,PIDILITIND,1478.5,1472.8,  0.00386271,  0.01381212,  0.01378009,  0.26326816,1482.2,1472.1,  0.00683752,  0.01381489,  0.01378875,  0.26343362,  0.01378875,  0.26343362
22-May-26,PIIND,2781,2740.4,  0.01470668,  0.01745985,  0.01744727,  0.33332960,2774.2,2730.5,  0.01587767,  0.01763661,  0.01762825,  0.33678727,  0.01762825,  0.33678727
22-May-26,PNB,102.66,101.92,  0.00723437,  0.01929592,  0.01925435,  0.36785386,102.91,102.11,  0.00780416,  0.01945432,  0.01941345,  0.37089351,  0.01941345,  0.37089351
22-May-26,PNBHOUSING,1059.6,1055.9,  0.00349799,  0.02426415,  0.02420470,  0.46243012,1062.6,1058.1,  0.00424389,  0.02438630,  0.02432708,  0.46476813,  0.02432708,  0.46476813
22-May-26,POLICYBZR,1792.4,1819.3, -0.01489631,  0.02338429,  0.02334942,  0.44609004,1789.8,1817.4, -0.01530303,  0.02340615,  0.02337267,  0.44653422,  0.02337267,  0.44653422
22-May-26,POLYCAB,9263.5,9193.5,  0.00758523,  0.02163078,  0.02158329,  0.41234810,9281,9210,  0.00767945,  0.02141511,  0.02136848,  0.40824418,  0.02158329,  0.41234810
22-May-26,POWERGRID,294.3,299.55, -0.01768169,  0.01473519,  0.01475153,  0.28182754,295.65,299.75, -0.01377247,  0.01442584,  0.01442248,  0.27554108,  0.01475153,  0.28182754
22-May-26,POWERINDIA,35555,36450, -0.02486067,  0.02959760,  0.02957584,  0.56504558,35665,36570, -0.02505842,  0.02929900,  0.02927930,  0.55938026,  0.02957584,  0.56504558
22-May-26,PREMIERENE,982.8,1015.2, -0.03243528,  0.02414875,  0.02419720,  0.46228684,990.8,1007.3, -0.01651607,  0.02461621,  0.02458239,  0.46964598,  0.02458239,  0.46964598
22-May-26,PRESTIGE,1388.5,1385.6,  0.00209077,  0.02304785,  0.02299056,  0.43923404,1388,1388.8, -0.00057620,  0.02312166,  0.02306379,  0.44063317,  0.02306379,  0.44063317
22-May-26,RBLBANK,334.35,328.75,  0.01689077,  0.02269131,  0.02266610,  0.43303519,335.15,330.15,  0.01503110,  0.02248981,  0.02245864,  0.42907180,  0.02266610,  0.43303519
22-May-26,RECLTD,336.95,333.7,  0.00969217,  0.02147683,  0.02143393,  0.40949470,337.35,334.45,  0.00863358,  0.02175466,  0.02170890,  0.41474795,  0.02170890,  0.41474795
22-May-26,RELIANCE,1354.5,1349.6,  0.00362413,  0.01407706,  0.01404403,  0.26831088,1357.2,1351.1,  0.00450468,  0.01380907,  0.01377817,  0.26323160,  0.01404403,  0.26831088
22-May-26,RVNL,271.1,270.75,  0.00129187,  0.02701230,  0.02694476,  0.51477890,271.75,271.05,  0.00257922,  0.02950927,  0.02943602,  0.56237437,  0.02943602,  0.56237437
22-May-26,SAIL,201.21,196.53,  0.02353405,  0.02441611,  0.02441185,  0.46638777,201.26,195.96,  0.02668705,  0.02403597,  0.02405000,  0.45947454,  0.02441185,  0.46638777
22-May-26,SAMMAANCAP,161.46,154.26,  0.04561794,  0.02760085,  0.02772014,  0.52959245,161.53,154.67,  0.04339707,  0.02785338,  0.02795259,  0.53403355,  0.02795259,  0.53403355
22-May-26,SBICARD,620.2,620.2,  0.00000000,  0.01644550,  0.01640420,  0.31340178,621.2,619.1,  0.00338628,  0.01617552,  0.01613689,  0.30829477,  0.01640420,  0.31340178
22-May-26,SBILIFE,1870.7,1859.9,  0.00578997,  0.01384965,  0.01382095,  0.26404882,1874.6,1858.3,  0.00873321,  0.01357945,  0.01355947,  0.25905339,  0.01382095,  0.26404882
22-May-26,SBIN,949.2,950.9, -0.00178938,  0.01605319,  0.01601366,  0.30594064,952,952.4, -0.00042008,  0.01616846,  0.01612804,  0.30812584,  0.01612804,  0.30812584
22-May-26,SENSEX,75415.35,75183.36,  0.00308091,  0.00915723,  0.00913664,  0.17455528,75478.3,75162.1,  0.00419808,  0.00900266,  0.00898515,  0.17166100,  0.00913664,  0.17455528
22-May-26,SENSEX50,24808.1,24742.38,  0.00265265,  0.00908108,  0.00906051,  0.17310079,24828.3,24766.5,  0.00249220,  0.00909097,  0.00907016,  0.17328517,  0.00907016,  0.17328517
22-May-26,SHREECEM,24785,24605,  0.00728896,  0.01402667,  0.01400114,  0.26749139,24820,24650,  0.00687288,  0.01445476,  0.01442676,  0.27562291,  0.01442676,  0.27562291
22-May-26,SHRIRAMFIN,941,914.75,  0.02829234,  0.02330645,  0.02333402,  0.44579576,943.2,916.55,  0.02866173,  0.02297221,  0.02300411,  0.43949282,  0.02333402,  0.44579576
22-May-26,SIEMENS,3811.7,3720.7,  0.02416346,  0.02149779,  0.02151206,  0.41098726,3827.4,3724.5,  0.02725311,  0.02170085,  0.02173221,  0.41519331,  0.02173221,  0.41519331
22-May-26,SOLARINDS,18132,18392, -0.01423745,  0.02187015,  0.02183854,  0.41722481,18177,18379, -0.01105165,  0.02192500,  0.02188418,  0.41809659,  0.02188418,  0.41809659
22-May-26,SONACOMS,593.75,584.3,  0.01604381,  0.02134481,  0.02132156,  0.40734788,593.5,584.55,  0.01519489,  0.02159068,  0.02156348,  0.41196969,  0.02156348,  0.41196969
22-May-26,SRF,2639.4,2620.4,  0.00722464,  0.01926298,  0.01922149,  0.36722605,2642.6,2618.4,  0.00919984,  0.01894794,  0.01891159,  0.36130534,  0.01922149,  0.36722605
22-May-26,SUNPHARMA,1844.6,1891.3, -0.02500197,  0.01330232,  0.01338621,  0.25574327,1846.6,1890.6, -0.02354813,  0.01311784,  0.01319061,  0.25200624,  0.01338621,  0.25574327
22-May-26,SUPREMEIND,3556,3466.4,  0.02551973,  0.01925455,  0.01929100,  0.36855399,3563.1,3473.5,  0.02546822,  0.01915081,  0.01918748,  0.36657630,  0.01929100,  0.36855399
22-May-26,SUZLON,53.75,52.87,  0.01650760,  0.02428537,  0.02425270,  0.46334724,53.7,52.94,  0.01425380,  0.02434697,  0.02430683,  0.46438134,  0.02430683,  0.46438134
22-May-26,SWIGGY,249.95,250.75, -0.00319553,  0.02368003,  0.02362176,  0.45129301,250.65,251.65, -0.00398169,  0.02337029,  0.02331348,  0.44540344,  0.02362176,  0.45129301
22-May-26,SX40,44236.24,44100.15,  0.00308118,  0.00941745,  0.00939649,  0.17951968,44265,44135.95,  0.00291965,  0.00946916,  0.00944798,  0.18050335,  0.00944798,  0.18050335
22-May-26,TATACONSUM,1191.8,1194.9, -0.00259773,  0.01518204,  0.01514501,  0.28934499,1185.5,1187.5, -0.00168563,  0.01487443,  0.01483772,  0.28347426,  0.01514501,  0.28934499
22-May-26,TATAELXSI,4311.1,4217.6,  0.02192685,  0.02000218,  0.02001233,  0.38233509,4316.7,4229.1,  0.02050202,  0.02052712,  0.02052693,  0.39216645,  0.02052693,  0.39216645
22-May-26,TATAPOWER,408.9,410.5, -0.00390530,  0.01624164,  0.01620331,  0.30956383,409.75,410.4, -0.00158508,  0.01662096,  0.01657985,  0.31675750,  0.01657985,  0.31675750
22-May-26,TATASTEEL,209.19,208.58,  0.00292027,  0.01840394,  0.01835890,  0.35074626,209.27,208.39,  0.00421396,  0.01849960,  0.01845583,  0.35259810,  0.01845583,  0.35259810
22-May-26,TCS,2317.3,2327.2, -0.00426311,  0.01466015,  0.01462656,  0.27944005,2295.3,2298.3, -0.00130617,  0.01446736,  0.01443129,  0.27570934,  0.01462656,  0.27944005
22-May-26,TECHM,1422.2,1420,  0.00154810,  0.01727162,  0.01722877,  0.32915514,1417.5,1416.9,  0.00042337,  0.01700630,  0.01696363,  0.32408975,  0.01722877,  0.32915514
22-May-26,TIINDIA,3011.5,3000.6,  0.00362602,  0.02281072,  0.02275509,  0.43473537,3018.8,3012.7,  0.00202271,  0.02316180,  0.02310429,  0.44140680,  0.02310429,  0.44140680
22-May-26,TITAN,4079.8,4083.1, -0.00080854,  0.01537869,  0.01534017,  0.29307351,4089.8,4088.7,  0.00026900,  0.01535969,  0.01532125,  0.29271211,  0.01534017,  0.29307351
22-May-26,TMPV,363.35,361.35,  0.00551954,  0.01988450,  0.01983848,  0.37901367,363.2,361.65,  0.00427675,  0.02021455,  0.02016627,  0.38527598,  0.02016627,  0.38527598
22-May-26,TORNTPHARM,4486.2,4469.2,  0.00379660,  0.01355775,  0.01352638,  0.25842117,4469.1,4447.3,  0.00488988,  0.01327915,  0.01325058,  0.25315196,  0.01352638,  0.25842117
22-May-26,TRENT,4296.5,4170.4,  0.02978878,  0.02268863,  0.02272956,  0.43424768,4301,4172.7,  0.03028425,  0.02277277,  0.02281650,  0.43590862,  0.02281650,  0.43590862
22-May-26,TVSMOTOR,3417.5,3380.7,  0.01082650,  0.01788015,  0.01785182,  0.34105859,3427.8,3388.1,  0.01164936,  0.01769498,  0.01766983,  0.33758168,  0.01785182,  0.34105859
22-May-26,ULTRACEMCO,11569,11474,  0.00824550,  0.01549534,  0.01546769,  0.29550978,11599,11488,  0.00961588,  0.01510975,  0.01508711,  0.28823879,  0.01546769,  0.29550978
22-May-26,UNIONBANK,160.72,160.12,  0.00374019,  0.02278091,  0.02272543,  0.43416870,161.26,160.22,  0.00647010,  0.02277426,  0.02272193,  0.43410180,  0.02272543,  0.43416870
22-May-26,UNITDSPR,1282.8,1272.6,  0.00798314,  0.01580192,  0.01577245,  0.30133222,1285.6,1273.5,  0.00945652,  0.01568371,  0.01565877,  0.29916047,  0.01577245,  0.30133222
22-May-26,UNOMINDA,1089.3,1079.1,  0.00940793,  0.02223056,  0.02218494,  0.42384268,1090.9,1078.8,  0.01115373,  0.02223388,  0.02219235,  0.42398420,  0.02219235,  0.42398420
